combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A7_Sbinary_H2h,10,-0.04642617043536933,-0.04223921182708269,-0.05890670095309281,-0.03343685447324853,-7.095594631775445,5.694259444313461e-05
