combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A5_Sbinary_H4h,10,-0.05169621879061875,-0.04467682411286744,-0.06708845571292678,-0.03857158232180246,-7.04896058331076,5.992789382914443e-05
