combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A7_Sbinary_H4h,10,-0.06125641222850513,-0.06116593920053938,-0.07661276712306361,-0.046345615771412545,-7.643784719075735,3.1790664889976185e-05
