combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A3_Squantile3_H2h,10,-0.0047797154991532686,0.0,-0.009663420325712085,-0.0009780305872093284,-1.8591417797656236,0.09594445293459844
