combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A3_Sbinary_H2h,10,-0.026814870504616888,-0.025744200252746034,-0.033558968780214526,-0.02046145636483742,-7.517504872796044,3.625596772707002e-05
