combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A5_Squantile3_H2h,10,-0.008030057966721854,0.0,-0.017268515994463596,-0.001247949258028496,-1.7231648283530878,0.11895381998301607
