combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A7_Squantile3_H2h,10,-0.008796984140861483,0.0,-0.01899829972568901,-0.0013594251317314559,-1.6576479927125993,0.13176618414955088
