combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A3_Sbinary_H4h,10,-0.025122627469118093,-0.02406114537009322,-0.033469346824170125,-0.017738965694053182,-5.843860145026378,0.0002456317774531574
