combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A5_Sbinary_H2h,10,-0.04402831958191248,-0.042154156784456547,-0.05890253286016955,-0.03062870847181628,-6.132741426073655,0.00017227521445616756
