combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A3_Squantile3_H4h,10,-0.004179389089509168,0.0,-0.008465700399336362,-0.0007690567366402949,-1.8438827040245587,0.09830289997237236
