combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A7_Squantile3_H4h,10,-0.010975701862568346,0.0,-0.0223331093765454,-0.0026331122952996523,-1.8490170559985073,0.09750334203392388
