combo,N,mean_Delta_CTE_true,median_Delta_CTE_true,ci95_lower,ci95_upper,t_stat,p_value
A5_Squantile3_H4h,10,-0.0097902524266554,0.0,-0.0195805048533108,-0.002644101511798812,-1.909005150014989,0.08860255412637068
