user_id,k,l,tau,CTE_A2S_H,CTE_S2A_H,Delta_CTE,p_A2S_H,p_S2A_H,n_samples,n_samples_per_bin_min,low_n
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,1,1,1,0.004873279901519935,0.025889647510985388,-0.02101636760946545,0.4025974025974026,0.5024975024975025,7825,987,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2,2,1,0.02141581733709526,0.06442826327248169,-0.04301244593538643,0.000999000999000999,0.03496503496503497,7824,987,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,3,3,1,0.040304942153359835,0.1005902869275092,-0.06028534477414936,0.001998001998001998,0.004995004995004995,7823,987,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,4,4,1,0.051773758511167764,0.09118717639311819,-0.03941341788195042,0.001998001998001998,0.04995004995004995,7822,987,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,1,1,1,0.006505460574320401,0.03322811917544558,-0.02672265860112518,0.056943056943056944,0.012987012987012988,8205,1237,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2,2,1,0.02617946685903812,0.07325955394061476,-0.04708008708157664,0.000999000999000999,0.000999000999000999,8204,1236,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,3,3,1,0.04483975666345624,0.10996732067151635,-0.06512756400806011,0.001998001998001998,0.000999000999000999,8203,1235,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,4,4,1,0.05841168777042294,0.11605390629006831,-0.05764221851964538,0.000999000999000999,0.12887112887112886,8202,1234,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,1,1,1,0.005897466435572845,0.04355016786498332,-0.037652701429410476,0.3696303696303696,0.8811188811188811,4965,572,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,2,2,1,0.01652061166289227,0.08387299944013696,-0.06735238777724468,0.023976023976023976,0.8561438561438561,4964,572,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,3,3,1,0.027899217846049134,0.11165530565269732,-0.08375608780664819,0.001998001998001998,0.7512487512487512,4963,572,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,4,4,1,0.034366933401886984,0.09077505810978012,-0.05640812470789314,0.002997002997002997,0.9300699300699301,4962,572,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,1,1,1,0.008029503763891091,0.03442523200948469,-0.0263957282455936,0.0959040959040959,0.025974025974025976,8883,995,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,2,2,1,0.021300666159069153,0.06766663834206434,-0.04636597218299518,0.001998001998001998,0.000999000999000999,8882,995,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,3,3,1,0.03175339690503967,0.07253239448458787,-0.0407789975795482,0.001998001998001998,0.000999000999000999,8881,995,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,4,4,1,0.040311050704385815,0.07337945061723403,-0.03306839991284821,0.000999000999000999,0.002997002997002997,8880,995,False
86A4F379-B305-473D-9D83-FC7D800180EF,1,1,1,0.0029862639342251624,0.014328750812178428,-0.011342486877953266,0.9300699300699301,0.5604395604395604,4084,258,False
86A4F379-B305-473D-9D83-FC7D800180EF,2,2,1,0.007369304667270979,0.01975947633016472,-0.012390171662893742,0.34265734265734266,0.5164835164835165,4083,258,False
86A4F379-B305-473D-9D83-FC7D800180EF,3,3,1,0.008708908787586065,0.02132222190988162,-0.012613313122295555,0.5244755244755245,0.5654345654345654,4082,258,False
86A4F379-B305-473D-9D83-FC7D800180EF,4,4,1,0.009450606761928795,0.022587620451290705,-0.01313701368936191,0.6793206793206793,0.42957042957042957,4081,258,False
96A358A0-FFF2-4239-B93E-C7425B901B47,1,1,1,0.0185317147774921,0.05888494740502584,-0.040353232627533736,0.061938061938061936,0.34665334665334663,1612,155,False
96A358A0-FFF2-4239-B93E-C7425B901B47,2,2,1,0.03623320316723822,0.0805489306624357,-0.04431572749519747,0.003996003996003996,0.04495504495504495,1611,154,False
96A358A0-FFF2-4239-B93E-C7425B901B47,3,3,1,0.04236804001548798,0.07893966726446448,-0.0365716272489765,0.012987012987012988,0.06493506493506493,1610,153,False
96A358A0-FFF2-4239-B93E-C7425B901B47,4,4,1,0.04522077766639699,0.054302747126639836,-0.009081969460242846,0.058941058941058944,0.6663336663336663,1609,152,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,1,1,1,0.009456139363751417,0.03244884808034364,-0.02299270871659222,0.007992007992007992,0.054945054945054944,7944,1009,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,2,2,1,0.02643294540043961,0.06665260121580835,-0.04021965581536874,0.001998001998001998,0.15984015984015984,7943,1009,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,3,3,1,0.04325609303095802,0.08912789805100174,-0.04587180502004372,0.002997002997002997,0.37162837162837165,7942,1009,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,4,4,1,0.05937307481556974,0.09109275162696756,-0.03171967681139782,0.003996003996003996,0.5104895104895105,7941,1009,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,1,1,1,0.006174299638320887,0.033463298160716,-0.02728899852239511,0.7292707292707292,0.21878121878121878,5043,616,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2,2,1,0.015414459156366207,0.05477660777505236,-0.03936214861868616,0.6153846153846154,0.12987012987012986,5042,616,False
