user_id,k,l,tau,TE_A2S,TE_S2A,Delta_TE,p_A2S,p_S2A,n_samples,low_n
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,2,2,1,0.009306039076665799,0.027244352526716465,-0.017938313450050668,0.000999000999000999,0.06493506493506493,6379,False
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,3,3,1,0.017597815435765364,0.07354247087505467,-0.0559446554392893,0.001998001998001998,0.006993006993006993,6378,False
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,4,4,1,0.02710423480309021,0.13436062517350886,-0.10725639037041865,0.000999000999000999,0.001998001998001998,6377,False
59818CD2-24D7-4D32-B133-24C2FE3801E5,1,1,1,0.0054105705770317964,0.03251115182632627,-0.027100581249294476,0.14485514485514486,0.002997002997002997,2549,False
59818CD2-24D7-4D32-B133-24C2FE3801E5,2,2,1,0.02367340941316765,0.08239863929382193,-0.05872522988065429,0.17682317682317683,0.003996003996003996,2548,False
59818CD2-24D7-4D32-B133-24C2FE3801E5,3,3,1,0.05953379918353967,0.1811539131411608,-0.12162011395762114,0.025974025974025976,0.005994005994005994,2547,False
59818CD2-24D7-4D32-B133-24C2FE3801E5,4,4,1,0.0874092225756913,0.22957392683998556,-0.14216470426429428,0.16283716283716285,0.04695304695304695,2546,False
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,1,1,1,0.007180035940615204,0.00973794901312872,-0.0025579130725135154,0.000999000999000999,0.23976023976023977,6685,False
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,2,2,1,0.019005476012844212,0.03315053602281154,-0.014145060009967327,0.000999000999000999,0.000999000999000999,6684,False
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,3,3,1,0.030461894891484192,0.06107139066150279,-0.0306094957700186,0.001998001998001998,0.001998001998001998,6683,False
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,4,4,1,0.042402889155861115,0.0812850131560488,-0.03888212400018769,0.001998001998001998,0.007992007992007992,6682,False
5EF64122-B513-46AE-BCF1-E62AAC285D2C,1,1,1,0.002473582903209216,0.03323557736359317,-0.030761994460383954,0.35364635364635366,0.01998001998001998,3335,False
5EF64122-B513-46AE-BCF1-E62AAC285D2C,2,2,1,0.017424669346046927,0.06205676869403064,-0.044632099347983706,0.000999000999000999,0.001998001998001998,3334,False
5EF64122-B513-46AE-BCF1-E62AAC285D2C,3,3,1,0.032689603896407626,0.10231109495846206,-0.06962149106205444,0.007992007992007992,0.002997002997002997,3333,False
5EF64122-B513-46AE-BCF1-E62AAC285D2C,4,4,1,0.04917689293769822,0.11098924423521349,-0.06181235129751527,0.003996003996003996,0.02197802197802198,3332,False
61359772-D8D8-480D-B623-7C636EAD0C81,1,1,1,0.005152230143162559,0.02953948634184865,-0.02438725619868609,0.000999000999000999,0.000999000999000999,5476,False
61359772-D8D8-480D-B623-7C636EAD0C81,2,2,1,0.01028086847515705,0.05397046105636007,-0.043689592581203016,0.01098901098901099,0.001998001998001998,5475,False
61359772-D8D8-480D-B623-7C636EAD0C81,3,3,1,0.01944197751845464,0.09494401238024075,-0.07550203486178611,0.17282717282717283,0.002997002997002997,5474,False
61359772-D8D8-480D-B623-7C636EAD0C81,4,4,1,0.03221679166009053,0.1264512116180469,-0.09423441995795637,0.14185814185814186,0.008991008991008992,5473,False
61976C24-1C50-4355-9C49-AAE44A7D09F6,1,1,1,0.004716482365975376,0.008161962319322183,-0.0034454799533468073,0.007992007992007992,0.6723276723276723,5730,False
61976C24-1C50-4355-9C49-AAE44A7D09F6,2,2,1,0.01762287647121693,0.04231084824387243,-0.024687971772655498,0.001998001998001998,0.000999000999000999,5729,False
61976C24-1C50-4355-9C49-AAE44A7D09F6,3,3,1,0.03402933069696153,0.0926222875601479,-0.05859295686318637,0.001998001998001998,0.001998001998001998,5728,False
61976C24-1C50-4355-9C49-AAE44A7D09F6,4,4,1,0.046541091314625326,0.1171155083595191,-0.07057441704489378,0.001998001998001998,0.000999000999000999,5727,False
665514DE-49DC-421F-8DCB-145D0B2609AD,1,1,1,0.0035790752127386532,0.01628430539713185,-0.012705230184393197,0.003996003996003996,0.003996003996003996,6751,False
665514DE-49DC-421F-8DCB-145D0B2609AD,2,2,1,0.010057520303294607,0.0359569720068221,-0.025899451703527497,0.003996003996003996,0.000999000999000999,6750,False
665514DE-49DC-421F-8DCB-145D0B2609AD,3,3,1,0.022934086728411116,0.07763904387661864,-0.05470495714820753,0.003996003996003996,0.030969030969030968,6749,False
665514DE-49DC-421F-8DCB-145D0B2609AD,4,4,1,0.03522683038950179,0.12796853585937668,-0.09274170546987488,0.03496503496503497,0.030969030969030968,6748,False
74B86067-5D4B-43CF-82CF-341B76BEA0F4,1,1,1,0.01131052309524269,0.032561901477036095,-0.021251378381793404,0.001998001998001998,0.001998001998001998,6602,False
74B86067-5D4B-43CF-82CF-341B76BEA0F4,2,2,1,0.01807819761942813,0.03662563283777791,-0.018547435218349777,0.002997002997002997,0.001998001998001998,6601,False
74B86067-5D4B-43CF-82CF-341B76BEA0F4,3,3,1,0.026938669680601362,0.053786237788818095,-0.026847568108216733,0.001998001998001998,0.000999000999000999,6600,False
74B86067-5D4B-43CF-82CF-341B76BEA0F4,4,4,1,0.0401436868142413,0.06935588499537558,-0.029212198181134283,0.002997002997002997,0.02197802197802198,6599,False
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,1,1,1,0.0021282972976141602,0.013131833398448386,-0.011003536100834226,0.13186813186813187,0.01998001998001998,8300,False
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,2,2,1,0.011616274122813134,0.030158851682822754,-0.01854257756000962,0.000999000999000999,0.011988011988011988,8299,False
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,3,3,1,0.026890303514682492,0.06995658632136188,-0.04306628280667939,0.000999000999000999,0.003996003996003996,8298,False
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,4,4,1,0.04223218099648424,0.1058344331074743,-0.06360225211099005,0.000999000999000999,0.001998001998001998,8297,False
797D145F-3858-4A7F-A7C2-A4EB721E133C,1,1,1,0.007940207711007398,0.043225842764073354,-0.03528563505306596,0.21678321678321677,0.003996003996003996,2668,False
797D145F-3858-4A7F-A7C2-A4EB721E133C,2,2,1,0.02734970299664145,0.10100558718365436,-0.07365588418701291,0.25874125874125875,0.001998001998001998,2667,False
797D145F-3858-4A7F-A7C2-A4EB721E133C,3,3,1,0.05511367589576141,0.18037519466487148,-0.12526151876911007,0.9460539460539461,0.17282717282717283,2666,False
797D145F-3858-4A7F-A7C2-A4EB721E133C,4,4,1,0.08671666253185695,0.18836070268385044,-0.10164404015199349,0.7952047952047953,0.9150849150849151,2665,False
7CE37510-56D0-4120-A1CF-0E23351428D2,1,1,1,0.014542981082531497,0.015475174296061212,-0.0009321932135297143,0.001998001998001998,0.07192807192807193,9384,False
7CE37510-56D0-4120-A1CF-0E23351428D2,2,2,1,0.026935088983320293,0.03326023114268398,-0.006325142159363684,0.000999000999000999,0.000999000999000999,9383,False
7CE37510-56D0-4120-A1CF-0E23351428D2,3,3,1,0.0450404806399641,0.08122746830958137,-0.03618698766961727,0.002997002997002997,0.001998001998001998,9382,False
7CE37510-56D0-4120-A1CF-0E23351428D2,4,4,1,0.06894753433379297,0.1116591007352307,-0.04271156640143774,0.001998001998001998,0.001998001998001998,9381,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,1,1,1,0.019695711835489096,0.06916424798182536,-0.049468536146336256,0.03996003996003996,0.005994005994005994,683,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,2,2,1,0.04599631711545056,0.08932880779181111,-0.04333249067636055,0.3026973026973027,0.44655344655344653,682,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,3,3,1,0.06643629933056347,0.0806743815027689,-0.01423808217220543,0.4975024975024975,0.997002997002997,681,False
7D9BB102-A612-4E2A-8E22-3159752F55D8,4,4,1,0.07598656037605848,0.06938238317133161,0.006604177204726877,0.8731268731268731,0.998001998001998,680,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,1,1,1,0.0033145418133388857,0.01564154106164471,-0.012326999248305822,0.005994005994005994,0.026973026973026972,7825,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,2,2,1,0.013087664512300012,0.03442651621424195,-0.021338851701941934,0.000999000999000999,0.001998001998001998,7824,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,3,3,1,0.027369810445406085,0.08297809367983544,-0.05560828323442936,0.000999000999000999,0.000999000999000999,7823,False
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,4,4,1,0.042034876009322944,0.10380570220485799,-0.06177082619553505,0.000999000999000999,0.001998001998001998,7822,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,1,1,1,0.004862640524275296,0.006466831022671897,-0.001604190498396601,0.000999000999000999,0.5864135864135864,8205,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,2,2,1,0.013839843349413954,0.031139480314102727,-0.017299636964688773,0.000999000999000999,0.000999000999000999,8204,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,3,3,1,0.026696713384618584,0.07193480717517436,-0.04523809379055578,0.001998001998001998,0.000999000999000999,8203,False
806289BC-AD52-4CC1-806C-0CDB14D65EB6,4,4,1,0.04305640187453683,0.10122182904365232,-0.058165427169115484,0.000999000999000999,0.003996003996003996,8202,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,1,1,1,0.0018035337313545736,0.02032985847954499,-0.018526324748190416,0.20679320679320679,0.13786213786213786,4965,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,2,2,1,0.008973923378214645,0.041923073494418,-0.03294915011620335,0.003996003996003996,0.024975024975024976,4964,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,3,3,1,0.019637182110250135,0.10692629206927964,-0.08728910995902951,0.000999000999000999,0.001998001998001998,4963,False
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,4,4,1,0.029602338950553773,0.14002119317951914,-0.11041885422896536,0.001998001998001998,0.007992007992007992,4962,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,1,1,1,0.0017111903965218755,0.004629862201001936,-0.00291867180448006,0.09290709290709291,0.5324675324675324,8883,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,2,2,1,0.010746627538231593,0.026170115627455283,-0.01542348808922369,0.000999000999000999,0.000999000999000999,8882,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,3,3,1,0.019751983008835544,0.049486166668263054,-0.02973418365942751,0.001998001998001998,0.000999000999000999,8881,False
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,4,4,1,0.028273899427269763,0.05944840713158306,-0.031174507704313296,0.000999000999000999,0.000999000999000999,8880,False
86A4F379-B305-473D-9D83-FC7D800180EF,1,1,1,0.0016211246011330245,0.008689890897850454,-0.00706876629671743,0.41058941058941056,0.2967032967032967,4084,False
86A4F379-B305-473D-9D83-FC7D800180EF,2,2,1,0.005264965531047211,0.014525879701040453,-0.009260914169993242,0.11588411588411589,0.5764235764235764,4083,False
86A4F379-B305-473D-9D83-FC7D800180EF,3,3,1,0.007128116998630449,0.022402245482630718,-0.015274128484000268,0.2967032967032967,0.3876123876123876,4082,False
86A4F379-B305-473D-9D83-FC7D800180EF,4,4,1,0.007870564275306831,0.02663677892214656,-0.01876621464683973,0.5484515484515484,0.36563436563436563,4081,False
96A358A0-FFF2-4239-B93E-C7425B901B47,1,1,1,0.007810953540542337,0.04424121487856717,-0.036430261338024836,0.11388611388611389,0.07592407592407592,1612,False
96A358A0-FFF2-4239-B93E-C7425B901B47,2,2,1,0.021445957313662257,0.0809347001199203,-0.05948874280625804,0.02097902097902098,0.003996003996003996,1611,False
96A358A0-FFF2-4239-B93E-C7425B901B47,3,3,1,0.030530813904837653,0.0956708778822071,-0.06514006397736945,0.054945054945054944,0.006993006993006993,1610,False
96A358A0-FFF2-4239-B93E-C7425B901B47,4,4,1,0.03424995428130055,0.09775681895568195,-0.0635068646743814,0.1978021978021978,0.1028971028971029,1609,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,1,1,1,0.0076343222374577,0.03627326796684785,-0.02863894572939015,0.000999000999000999,0.004995004995004995,7944,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,2,2,1,0.015562648234487896,0.04573703468054446,-0.03017438644605656,0.000999000999000999,0.002997002997002997,7943,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,3,3,1,0.02957703274045236,0.08079378418669146,-0.051216751446239106,0.002997002997002997,0.002997002997002997,7942,False
9759096F-1119-4E19-A0AD-6F16989C7E1C,4,4,1,0.04682825082627671,0.1079695331455811,-0.06114128231930439,0.003996003996003996,0.003996003996003996,7941,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,1,1,1,0.002594879859229908,0.015007948289310735,-0.012413068430080828,0.11888111888111888,0.17282717282717283,5043,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,2,2,1,0.009531322348864845,0.029875538602363833,-0.020344216253498987,0.029970029970029972,0.06993006993006994,5042,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,3,3,1,0.020818569509663744,0.054914713661868814,-0.03409614415220507,0.003996003996003996,0.001998001998001998,5041,False
99B204C0-DD5C-4BB7-83E8-A37281B8D769,4,4,1,0.031114361078921488,0.07078951588457688,-0.039675154805655394,0.013986013986013986,0.02197802197802198,5040,False
9DC38D04-E82E-4F29-AB52-B476535226F2,1,1,1,0.0048440296946931135,0.01788298166084225,-0.013038951966149138,0.001998001998001998,0.013986013986013986,9382,False
9DC38D04-E82E-4F29-AB52-B476535226F2,2,2,1,0.017546723453382262,0.03773975703755897,-0.020193033584176706,0.000999000999000999,0.000999000999000999,9381,False
9DC38D04-E82E-4F29-AB52-B476535226F2,3,3,1,0.030270908492042774,0.09642079479451736,-0.06614988630247459,0.000999000999000999,0.000999000999000999,9380,False
9DC38D04-E82E-4F29-AB52-B476535226F2,4,4,1,0.04986743728606092,0.17079403949729174,-0.12092660221123083,0.000999000999000999,0.000999000999000999,9379,False
