user_id,feature_mode,k,l,tau,hour_bins,CTE_true_A2S,CTE_true_S2A,Delta_CTE_true,p_A2S,p_S2A,q_A2S,q_S2A,p_Delta_CTE_true,q_Delta_CTE_true,n_samples,n_samples_per_bin_min,low_n,low_n_hours,bins_filtered,quality_passed
3600D531-0C55-44A7-AE95-A7A38519464E,composite,6,6,2,6,0.0066616861946789,0.0727600653357028,-0.0660983791410238,0.795,0.984,0.955,1.0,1.9073486328125e-06,1.9073486328125e-06,5203,575,False,[],0,True
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,composite,6,6,1,6,0.0065424799919549,0.0784182837238233,-0.0718758037318684,0.403,0.995,0.4477777777777778,1.0,1.9073486328125e-06,1.9073486328125e-06,6617,613,False,[],0,True
5152A2DF-FAF3-4BA8-9CA9-E66B32671A53,composite,6,6,2,6,0.0067862752083733,0.0786178843333053,-0.071831609124932,0.312,0.992,0.4485714285714286,1.0,1.9073486328125e-06,1.9073486328125e-06,6617,613,False,[],0,True
665514DE-49DC-421F-8DCB-145D0B2609AD,composite,1,1,1,6,0.0051697780854519,0.0311329069308566,-0.0259631288454046,0.036,0.0,0.0514285714285714,0.0,1.9073486328125e-06,1.9073486328125e-06,9166,1456,False,[],0,True
665514DE-49DC-421F-8DCB-145D0B2609AD,composite,1,1,2,6,0.0051601416294947,0.0291861415592502,-0.0240259999297554,0.0353,0.0,0.08825,0.0,1.9073486328125e-06,1.9073486328125e-06,9166,1456,False,[],0,True
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,composite,1,1,1,6,0.0076009643870877,0.0236872499277921,-0.0160862855407043,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,9189,1373,False,[],0,True
8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,composite,1,1,2,6,0.0067911516042775,0.0227166596314787,-0.0159255080272011,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,9189,1373,False,[],0,True
9759096F-1119-4E19-A0AD-6F16989C7E1C,composite,1,1,1,6,0.0085501426475594,0.0198249705185287,-0.0112748278709692,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,9959,1618,False,[],0,True
9759096F-1119-4E19-A0AD-6F16989C7E1C,composite,1,1,2,6,0.004853854486574,0.0199288440619119,-0.0150749895753379,0.0159,0.0,0.053,0.0,1.9073486328125e-06,1.9073486328125e-06,9959,1618,False,[],0,True
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,composite,1,1,1,6,0.0146057423419531,0.0256714497277583,-0.0110657073858051,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,7520,1199,False,[],0,True
A76A5AF5-5A93-4CF2-A16E-62353BB70E8A,composite,1,1,2,6,0.006794627402616,0.0244471813130478,-0.0176525539104317,0.006,0.0,0.03,0.0,1.9073486328125e-06,1.9073486328125e-06,7520,1199,False,[],0,True
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,composite,6,6,1,6,0.0142973619039134,0.0497692273600346,-0.0354718654561212,0.0167,1.0,0.0278333333333333,1.0,1.9073486328125e-06,1.9073486328125e-06,5091,563,False,[],0,True
C48CE857-A0DD-4DDB-BEA5-3A25449B2153,composite,6,6,2,6,0.0131632175588576,0.0539383524202466,-0.040775134861389,0.094,1.0,0.188,1.0,1.9073486328125e-06,1.9073486328125e-06,5091,563,False,[],0,True
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,composite,6,6,1,6,0.0195658816267137,0.0396187350325681,-0.0200528534058544,0.272,0.956,0.34,1.0,1.9073486328125e-06,1.9073486328125e-06,3441,392,False,[],0,True
E65577C1-8D5D-4F70-AF23-B3ADB9D3DBA3,composite,6,6,2,6,0.0147851890130205,0.0404398216862816,-0.025654632673261,0.955,0.922,0.955,1.0,1.9073486328125e-06,1.9073486328125e-06,3441,392,False,[],0,True
0BFC35E2-4817-4865-BFA7-764742302A2D,composite,6,6,1,6,0.0399311752162246,0.0835248387797014,-0.0435936635634767,0.0,0.416,0.0,0.998,1.9073486328125e-06,1.9073486328125e-06,3090,0,False,[3],1,True
0BFC35E2-4817-4865-BFA7-764742302A2D,composite,6,6,2,6,0.0211126720249701,0.075393119893225,-0.0542804478682549,0.582,0.922,0.9042857142857144,1.0,1.9073486328125e-06,1.9073486328125e-06,3090,0,False,[3],1,True
1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842,composite,6,6,1,6,0.0136005802530828,0.0754917828815417,-0.0618912026284589,0.579,0.952,0.6433333333333333,1.0,1.9073486328125e-06,1.9073486328125e-06,7371,577,False,[],0,True
1DBB0F6F-1F81-4A50-9DF4-CD62ACFA4842,composite,6,6,2,6,0.0134766655060109,0.0760870723094197,-0.0626104068034088,0.633,0.934,0.9042857142857144,1.0,1.9073486328125e-06,1.9073486328125e-06,7371,577,False,[],0,True
40E170A7-607B-4578-AF04-F021C3B0384A,composite,6,6,1,6,0.0196606796335536,0.0595042893130061,-0.0398436096794524,0.0,0.371,0.0,0.998,1.9073486328125e-06,1.9073486328125e-06,7648,876,False,[],0,True
40E170A7-607B-4578-AF04-F021C3B0384A,composite,6,6,2,6,0.0125898706212469,0.0617795579787756,-0.0491896873575287,0.186,0.1196,0.874,0.3986666666666666,1.9073486328125e-06,1.9073486328125e-06,7648,876,False,[],0,True
59818CD2-24D7-4D32-B133-24C2FE3801E5,composite,6,6,1,6,0.0180966507739752,0.0631838917082921,-0.0450872409343169,0.1882,0.998,0.3136666666666667,1.0,1.9073486328125e-06,1.9073486328125e-06,5946,461,False,[],0,True
59818CD2-24D7-4D32-B133-24C2FE3801E5,composite,6,6,2,6,0.0171031613355663,0.0621249850239826,-0.0450218236884162,0.406,0.998,0.874,1.0,1.9073486328125e-06,1.9073486328125e-06,5946,461,False,[],0,True
74B86067-5D4B-43CF-82CF-341B76BEA0F4,composite,6,6,1,6,0.0201863388626778,0.0429990971377167,-0.0228127582750389,0.0,1.0,0.0,1.0,1.9073486328125e-06,1.9073486328125e-06,7267,1081,False,[],0,True
74B86067-5D4B-43CF-82CF-341B76BEA0F4,composite,6,6,2,6,0.0113035946147935,0.0382430108001695,-0.026939416185376,0.437,1.0,0.874,1.0,1.9073486328125e-06,1.9073486328125e-06,7267,1081,False,[],0,True
806289BC-AD52-4CC1-806C-0CDB14D65EB6,composite,1,1,1,6,0.0105014592465925,0.02450827064202,-0.0140068113954275,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,9242,1473,False,[],0,True
806289BC-AD52-4CC1-806C-0CDB14D65EB6,composite,1,1,2,6,0.0076689959851187,0.0233029773755402,-0.0156339813904215,0.0,0.0,0.0,0.0,1.9073486328125e-06,1.9073486328125e-06,9242,1473,False,[],0,True
99B204C0-DD5C-4BB7-83E8-A37281B8D769,composite,6,6,1,6,0.0169296249876307,0.0410619250205806,-0.0241323000329498,0.277,1.0,0.3957142857142858,1.0,1.9073486328125e-06,1.9073486328125e-06,6028,744,False,[],0,True
99B204C0-DD5C-4BB7-83E8-A37281B8D769,composite,6,6,2,6,0.014640833468449,0.0415453366472346,-0.0269045031787855,0.827,1.0,0.9188888888888888,1.0,1.9073486328125e-06,1.9073486328125e-06,6028,744,False,[],0,True
B09E373F-8A54-44C8-895B-0039390B859F,composite,6,6,1,6,0.0061009533996353,0.0634041309952731,-0.0573031775956377,0.668,0.001,0.668,0.005,1.9073486328125e-06,1.9073486328125e-06,8134,1206,False,[],0,True
B09E373F-8A54-44C8-895B-0039390B859F,composite,6,6,2,6,0.0053323206157313,0.0644427793599343,-0.0591104587442029,0.93,0.0,0.93,0.0,1.9073486328125e-06,1.9073486328125e-06,8134,1206,False,[],0,True
CA820D43-E5E2-42EF-9798-BE56F776370B,composite,6,6,1,6,0.0112344288957325,0.0590638607709165,-0.047829431875184,0.368,1.0,0.4599999999999999,1.0,1.9073486328125e-06,1.9073486328125e-06,7864,880,False,[],0,True
CA820D43-E5E2-42EF-9798-BE56F776370B,composite,6,6,2,6,0.0099299904445487,0.0543587594053844,-0.0444287689608356,0.81,1.0,0.9188888888888888,1.0,1.9073486328125e-06,1.9073486328125e-06,7864,880,False,[],0,True
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,composite,6,6,1,6,0.016405954295457,0.0503625391060071,-0.03395658481055,0.0153,0.499,0.0306,0.998,1.9073486328125e-06,1.9073486328125e-06,3530,240,False,[],0,True
ECECC2AB-D32F-4F90-B74C-E12A1C69BBE2,composite,6,6,2,6,0.0134987184645168,0.0485751575026071,-0.0350764390380902,0.387,0.679,0.874,1.0,1.9073486328125e-06,1.9073486328125e-06,3530,240,False,[],0,True
24E40C4C-A349-4F9F-93AB-01D00FB994AF,composite,6,6,1,6,0.0210952702900788,0.0716232619870113,-0.0505279916969325,0.0236,1.0,0.0303428571428571,1.0,7.62939453125e-06,7.62939453125e-06,4771,115,False,[],0,True
24E40C4C-A349-4F9F-93AB-01D00FB994AF,composite,6,6,2,6,0.0163742311534184,0.0732827925610744,-0.0569085614076559,0.76,1.0,0.764,1.0,7.62939453125e-06,7.62939453125e-06,4771,115,False,[],0,True
481F4DD2-7689-43B9-A2AA-C8772227162B,composite,6,6,1,6,0.0161866156418714,0.05063579127574,-0.0344491756338686,0.0,1.0,0.0,1.0,7.62939453125e-06,7.62939453125e-06,6690,641,False,[],0,True
481F4DD2-7689-43B9-A2AA-C8772227162B,composite,6,6,2,6,0.0092764199209942,0.0477800917208645,-0.0385036717998703,0.533,1.0,0.764,1.0,7.62939453125e-06,7.62939453125e-06,6690,641,False,[],0,True
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,composite,6,6,1,6,0.0119372911169471,0.043201647392127,-0.0312643562751799,0.003,1.0,0.0045,1.0,7.62939453125e-06,7.62939453125e-06,7537,920,False,[],0,True
59EEFAE0-DEB0-4FFF-9250-54D2A03D0CF2,composite,6,6,2,6,0.0085846672261693,0.0447873178365617,-0.0362026506103923,0.704,1.0,0.764,1.0,7.62939453125e-06,7.62939453125e-06,7537,920,False,[],0,True
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,composite,1,1,1,6,0.0069891171432127,0.0183424601999735,-0.0113533430567608,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,11996,1724,False,[],0,True
78A91A4E-4A51-4065-BDA7-94755F0BB3BB,composite,1,1,2,6,0.0052596258895599,0.0185271604376391,-0.0132675345480791,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,11996,1724,False,[],0,True
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,composite,6,6,1,6,0.0077526586162944,0.0554014373935531,-0.0476487787772586,0.818,1.0,0.818,1.0,7.62939453125e-06,7.62939453125e-06,6343,952,False,[],0,True
81536B0A-8DBF-4D8A-AC24-9543E2E4C8E0,composite,6,6,2,6,0.0079928338460495,0.0542712398959157,-0.0462784060498661,0.764,1.0,0.764,1.0,7.62939453125e-06,7.62939453125e-06,6343,952,False,[],0,True
9DC38D04-E82E-4F29-AB52-B476535226F2,composite,1,1,1,6,0.0110187591539283,0.0316851410366881,-0.0206663818827597,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,9686,1565,False,[],0,True
9DC38D04-E82E-4F29-AB52-B476535226F2,composite,1,1,2,6,0.0048816251782181,0.0255467040467176,-0.0206650788684995,0.0859,0.0,0.15462,0.0,7.62939453125e-06,7.62939453125e-06,9686,1565,False,[],0,True
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,composite,1,1,1,6,0.0141037030296182,0.0313669216165007,-0.0172632185868824,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,9383,1453,False,[],0,True
B7F9D634-263E-4A97-87F9-6FFB4DDCB36C,composite,1,1,2,6,0.0068107508209992,0.023283036170093,-0.0164722853490937,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,9383,1453,False,[],0,True
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,composite,1,1,1,6,0.0076480486451616,0.0185827746479237,-0.0109347260027621,0.0,0.0,0.0,0.0,7.62939453125e-06,7.62939453125e-06,8395,1169,False,[],0,True
CCAF77F0-FABB-4F2F-9E24-D56AD0C5A82F,composite,1,1,2,6,0.0067593998096443,0.0178253092164831,-0.0110659094068387,0.002,0.0,0.006,0.0,7.62939453125e-06,7.62939453125e-06,8395,1169,False,[],0,True
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,composite,6,6,1,6,0.033639512656431,0.0641669101619326,-0.0305273975055015,0.284,1.0,0.3195,1.0,7.62939453125e-06,7.62939453125e-06,2259,79,False,[2],1,True
F50235E0-DD67-4F2A-B00B-1F31ADA998B9,composite,6,6,2,6,0.0395757383100381,0.0560000362982192,-0.0164242979881811,0.0126,1.0,0.02835,1.0,7.62939453125e-06,7.62939453125e-06,2259,79,False,[2],1,True
1155FF54-63D3-4AB2-9863-8385D0BD0A13,composite,6,6,1,6,0.055627730468979,0.0504511072515681,0.0051766232174108,0.0947,1.0,0.23675,1.0,4.76837158203125e-05,4.76837158203125e-05,2685,223,False,[],0,True
1155FF54-63D3-4AB2-9863-8385D0BD0A13,composite,6,6,2,6,0.048204663207748,0.0535411157565994,-0.0053364525488514,0.718,1.0,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,2685,223,False,[],0,True
27E04243-B138-4F40-A164-F40B60165CF3,composite,6,6,1,6,0.0155588939386564,0.0352085605681063,-0.0196496666294498,0.1409,0.819,0.2653333333333333,1.0,4.76837158203125e-05,4.76837158203125e-05,4925,609,False,[],0,True
27E04243-B138-4F40-A164-F40B60165CF3,composite,6,6,2,6,0.0111566891559449,0.0325662789829193,-0.0214095898269744,0.987,0.968,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,4925,609,False,[],0,True
4E98F91F-4654-42EF-B908-A3389443F2E7,composite,6,6,1,6,0.0153218189749736,0.0353737574493217,-0.020051938474348,0.295,1.0,0.4214285714285714,1.0,4.76837158203125e-05,4.76837158203125e-05,3244,397,False,[],0,True
4E98F91F-4654-42EF-B908-A3389443F2E7,composite,6,6,2,6,0.0144946140737065,0.0378103571495143,-0.0233157430758078,0.469,1.0,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,3244,397,False,[],0,True
5EF64122-B513-46AE-BCF1-E62AAC285D2C,composite,6,6,1,6,0.0158765857465991,0.0343374037437541,-0.0184608179971549,0.1592,0.995,0.2653333333333333,1.0,4.76837158203125e-05,4.76837158203125e-05,3911,600,False,[],0,True
5EF64122-B513-46AE-BCF1-E62AAC285D2C,composite,6,6,2,6,0.0121808845759847,0.0321375349780808,-0.019956650402096,0.906,0.999,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,3911,600,False,[],0,True
797D145F-3858-4A7F-A7C2-A4EB721E133C,composite,6,6,1,6,0.0202758235444887,0.063246108341705,-0.0429702847972162,1.0,1.0,1.0,1.0,4.76837158203125e-05,4.76837158203125e-05,3593,45,False,[3],1,True
797D145F-3858-4A7F-A7C2-A4EB721E133C,composite,6,6,2,6,0.023660237818694,0.0628420833102148,-0.0391818454915208,0.999,1.0,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,3593,45,False,[3],1,True
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,composite,1,1,1,6,0.0110288671067629,0.0419814294017565,-0.0309525622949935,0.0,0.0,0.0,0.0,4.76837158203125e-05,4.76837158203125e-05,9539,1344,False,[],0,True
83CF687B-7CEC-434B-9FE8-00C3D5799BE6,composite,1,1,2,6,0.0092373068725366,0.0395772094490021,-0.0303399025764654,0.0,0.0,0.0,0.0,4.76837158203125e-05,4.76837158203125e-05,9539,1344,False,[],0,True
A5A30F76-581E-4757-97A2-957553A2C6AA,composite,6,6,1,6,0.0497113362566115,0.0403633908578544,0.009347945398757,0.914,0.998,1.0,1.0,4.76837158203125e-05,4.76837158203125e-05,1667,192,False,[],0,True
A5A30F76-581E-4757-97A2-957553A2C6AA,composite,6,6,2,6,0.0458504534231051,0.0296166577019264,0.0162337957211786,0.985,1.0,0.999,1.0,4.76837158203125e-05,4.76837158203125e-05,1667,192,False,[],0,True
B9724848-C7E2-45F4-9B3F-A1F38D864495,composite,6,6,1,6,0.0111813370673536,0.0495280953757291,-0.0383467583083755,0.0238,0.795,0.0793333333333333,1.0,4.76837158203125e-05,4.76837158203125e-05,7626,921,False,[],0,True
B9724848-C7E2-45F4-9B3F-A1F38D864495,composite,6,6,2,6,0.0121956723727567,0.0492758610157799,-0.0370801886430231,0.001,0.823,0.005,1.0,4.76837158203125e-05,4.76837158203125e-05,7626,921,False,[],0,True
